W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,SimLex
(woman|secretary),(woman|secretary),(princess|island),(night|chapter),(era|decade),(boy|partner),(send|receive),(door|floor),(take|obtain),(winner|goal),(night|chapter),(argue|prove),(second|minute),(task|job),(bad|great),(boy|partner),(apparent|obvious),(easy|big),(task|job),(belief|opinion),(task|job),(adult|baby),(boat|car),(opinion|choice),(easy|big),(give|know)
(value|belief),(big|heavy),(code|symbol),(bad|great),(intelligence|skill),(woman|secretary),(second|minute),(camera|president),(island|task),(second|minute),(second|minute),(hole|agreement),(destruction|construction),(become|seem),(night|chapter),(bird|turkey),(camera|president),(plate|bowl),(easy|big),(attention|interest),(woman|secretary),(boy|partner),(woman|secretary),(couple|pair),(intelligence|skill),(difficult|simple)
(word|newspaper),(book|theme),(bell|door),(woman|secretary),(bad|great),(bad|great),(night|chapter),(doctor|professor),(car|highway),(author|creator),(car|highway),(boy|partner),(take|obtain),(boy|soldier),(camera|president),(decade|century),(bell|door),(attention|interest),(condition|boy),(bell|door),(chapter|choice),(bad|great),(night|chapter),(man|husband),(plate|bowl),(agree|argue)
(school|law),(room|cell),(effort|difficulty),(man|husband),(boy|partner),(destruction|construction),(opinion|choice),(journey|conquest),(easy|big),(bad|great),(couple|pair),(adult|baby),(presence|door),(night|chapter),(opinion|idea),(belief|opinion),(bad|great),(night|chapter),(battle|conquest),(island|task),(wealth|fame),(journey|conquest),(destruction|construction),(decade|century),(big|broad),(lose|get)
(home|state),(right|justice),(arm|body),(boy|partner),(man|husband),(opinion|idea),(boy|partner),(bird|turkey),(opinion|idea),(easy|big),(plate|bowl),(car|highway),(become|seem),(bird|turkey),(destruction|construction),(era|decade),(island|task),(hole|agreement),(boy|soldier),(leave|appear),(presence|door),(destruction|construction),(argue|differ),(opinion|idea),(camera|president),(modern|ancient)
(idea|image),(man|husband),(island|task),(plate|bowl),(argument|agreement),(night|chapter),(camera|president),(destruction|construction),(intelligence|skill),(decade|century),(bad|great),(island|task),(journey|conquest),(belief|opinion),(attention|interest),(adult|baby),(destruction|construction),(decade|century),(chapter|choice),(decade|century),(big|broad),(bell|door),(easy|big),(woman|secretary),(idea|scheme),(bottom|top)
(hole|wife),(code|symbol),(presence|door),(island|task),(woman|secretary),(opinion|choice),(door|floor),(wealth|fame),(woman|secretary),(opinion|idea),(boy|soldier),(night|chapter),(hole|agreement),(presence|door),(presence|door),(opinion|idea),(agree|differ),(couple|pair),(presence|door),(become|seem),(agree|differ),(task|job),(intelligence|skill),(get|remain),(woman|secretary),(hole|wife)
(task|woman),(home|state),(house|key),(door|floor),(big|broad),(man|husband),(destruction|construction),(opinion|choice),(big|broad),(island|task),(island|task),(second|minute),(agree|differ),(big|broad),(bell|door),(intelligence|skill),(door|floor),(winner|goal),(bell|door),(era|decade),(easy|big),(opinion|choice),(become|seem),(destruction|construction),(bad|great),(task|woman)
(book|information),(top|side),(bad|great),(winner|goal),(journey|conquest),(presence|door),(big|broad),(opinion|idea),(era|decade),(boat|car),(camera|president),(winner|goal),(wealth|fame),(decade|century),(winner|goal),(big|broad),(boy|soldier),(become|seem),(big|broad),(brother|soul),(attention|interest),(camera|president),(presence|door),(strength|might),(decade|century),(people|gun)
(game|action),(game|action),(school|law),(camera|president),(presence|door),(newspaper|information),(boy|soldier),(plate|bowl),(hole|agreement),(wealth|fame),(opinion|idea),(camera|president),(decade|century),(opinion|choice),(adult|baby),(wealth|fame),(winner|goal),(big|broad),(wealth|fame),(bad|great),(destruction|construction),(agree|differ),(opinion|idea),(sky|universe),(island|task),(easy|difficult)
(dollar|people),(winner|presence),(camera|president),(bell|door),(bell|door),(car|highway),(hole|agreement),(easy|big),(adult|baby),(big|broad),(easy|big),(decade|century),(bad|great),(easy|big),(decade|century),(boy|soldier),(battle|conquest),(presence|door),(agree|differ),(bird|turkey),(intelligence|skill),(hole|agreement),(journey|conquest),(winner|goal),(become|seem),(chapter|choice)
(island|task),(street|car),(hole|agreement),(newspaper|information),(night|chapter),(journey|conquest),(winner|goal),(car|highway),(chapter|choice),(bell|door),(adult|baby),(agree|differ),(doctor|professor),(boy|partner),(hole|agreement),(island|task),(decade|century),(opinion|idea),(adult|baby),(destruction|construction),(opinion|idea),(era|decade),(bird|turkey),(become|seem),(era|decade),(condition|boy)
(people|gun),(island|task),(easy|big),(effort|difficulty),(camera|president),(adult|baby),(era|decade),(bad|great),(camera|president),(sky|universe),(journey|conquest),(winner|presence),(boy|partner),(hole|agreement),(journey|conquest),(argue|differ),(attention|interest),(argue|differ),(decade|century),(hole|agreement),(become|seem),(night|chapter),(big|broad),(argue|differ),(presence|door),(task|highway)
(strength|might),(chapter|choice),(argue|differ),(presence|door),(hole|agreement),(chapter|choice),(chapter|choice),(adult|baby),(journey|conquest),(opinion|choice),(wealth|fame),(presence|door),(era|decade),(island|task),(opinion|choice),(night|chapter),(era|decade),(opinion|choice),(argue|differ),(journey|conquest),(bird|turkey),(argue|differ),(hole|agreement),(era|decade),(opinion|idea),(presence|door)
(presence|door),(easy|big),(winner|presence),(chapter|choice),(adult|baby),(wealth|fame),(presence|door),(agree|differ),(winner|goal),(car|highway),(hole|agreement),(easy|big),(big|broad),(journey|conquest),(island|task),(presence|door),(chapter|choice),(journey|conquest),(hole|agreement),(winner|presence),(journey|conquest),(easy|big),(opinion|choice),(boy|partner),(wealth|poverty),(mouse|management)
(newspaper|information),(bad|great),(woman|secretary),(hole|agreement),(car|highway),(bell|door),(car|highway),(bell|door),(opinion|choice),(winner|presence),(presence|door),(era|decade),(plate|bowl),(opinion|idea),(era|decade),(wealth|poverty),(easy|big),(agree|differ),(journey|conquest),(chapter|choice),(bad|great),(attention|interest),(era|decade),(wealth|fame),(night|chapter),(night|chapter)
(task|highway),(newspaper|information),(newspaper|information),(big|broad),(chapter|choice),(plate|bowl),(task|woman),(presence|door),(motor|boat),(chapter|choice),(chapter|choice),(wealth|fame),(chapter|choice),(era|decade),(boy|soldier),(chapter|choice),(argue|differ),(chapter|choice),(era|decade),(opinion|idea),(argue|differ),(decade|century),(boy|soldier),(presence|door),(boy|soldier),(camera|president)
(medium|news),(big|broad),(big|broad),(easy|big),(island|task),(task|woman),(easy|big),(chapter|choice),(presence|door),(effort|difficulty),(era|decade),(chapter|choice),(opinion|idea),(wealth|poverty),(agree|differ),(hole|agreement),(journey|conquest),(era|decade),(opinion|choice),(presence|door),(island|task),(chapter|choice),(bell|door),(journey|conquest),(winner|presence),(absence|presence)
(camera|president),(hole|agreement),(man|husband),(winner|presence),(winner|presence),(winner|presence),(effort|difficulty),(winner|goal),(argue|differ),(era|decade),(agree|differ),(opinion|choice),(opinion|choice),(winner|presence),(chapter|choice),(agree|differ),(presence|door),(destruction|construction),(opinion|idea),(wealth|poverty),(era|decade),(wealth|poverty),(adult|baby),(wealth|poverty),(effort|difficulty),(dollar|people)
(winner|presence),(school|law),(agree|differ),(car|highway),(effort|difficulty),(winner|goal),(winner|presence),(task|woman),(agree|differ),(presence|door),(argue|differ),(effort|difficulty),(wealth|poverty),(chapter|choice),(argue|differ),(opinion|choice),(wealth|fame),(camera|president),(island|task),(effort|difficulty),(decade|century),(presence|door),(bad|great),(island|task),(chapter|choice),(rice|boy)
(new|ancient),(wealth|poverty),(chapter|choice),(wealth|poverty),(wealth|poverty),(effort|difficulty),(agree|differ),(argue|differ),(wealth|poverty),(argue|differ),(winner|presence),(journey|conquest),(task|woman),(argue|differ),(task|woman),(plate|bowl),(task|woman),(winner|presence),(wealth|poverty),(opinion|choice),(winner|presence),(island|task),(decade|century),(chapter|choice),(wealth|fame),(bad|great)
(college|class),(car|highway),(car|highway),(argue|differ),(argue|differ),(argue|differ),(journey|conquest),(effort|difficulty),(winner|presence),(agree|differ),(task|woman),(argue|differ),(argue|differ),(task|woman),(winner|presence),(winner|presence),(task|highway),(wealth|poverty),(winner|presence),(argue|differ),(wealth|poverty),(effort|difficulty),(winner|presence),(winner|presence),(opinion|choice),(princess|island)
(chapter|choice),(task|woman),(wealth|poverty),(agree|differ),(agree|differ),(agree|differ),(wealth|poverty),(winner|presence),(task|woman),(task|woman),(task|highway),(task|woman),(task|highway),(agree|differ),(task|highway),(task|woman),(wealth|poverty),(task|highway),(task|highway),(agree|differ),(task|highway),(task|highway),(task|highway),(effort|difficulty),(task|highway),(hole|agreement)
(hole|agreement),(task|highway),(task|woman),(task|woman),(task|woman),(wealth|poverty),(task|highway),(wealth|poverty),(effort|difficulty),(task|highway),(wealth|poverty),(wealth|poverty),(winner|presence),(task|highway),(wealth|poverty),(task|highway),(winner|presence),(effort|difficulty),(effort|difficulty),(task|highway),(task|woman),(task|woman),(task|woman),(task|highway),(journey|conquest),(island|task)
(house|key),(house|key),(task|highway),(task|highway),(task|highway),(task|highway),(argue|differ),(task|highway),(task|highway),(wealth|poverty),(effort|difficulty),(task|highway),(effort|difficulty),(effort|difficulty),(effort|difficulty),(effort|difficulty),(effort|difficulty),(task|woman),(task|woman),(task|woman),(effort|difficulty),(winner|presence),(effort|difficulty),(task|woman),(task|woman),(new|ancient)
