Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
reason,hypertension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31
direction,combination,0.14683652,0.67124355,0.713943,0.71131325,0.7165681,0.69231725,0.63149095,0.6183447,0.6154317,0.6473756,0.5995153,0.5786905,0.5817972,0.51722574,0.55099446,0.5188241,0.5238291,0.5207205,0.48065898,0.48964113,0.48305565,0.44457027,0.4596395,0.47629625,0.437172,0.1292416,0.059106104,0.031202532,0.018263733,0.041956544,0.03915079,-0.011627682,0.080135316,0.006127801,0.043472596,0.07431147,0.10058676,0.047133733,0.0819535,0.05634604,0.07598135,0.107371,0.10803354,0.08130993,0.15057603,0.1222015,0.14223856,0.10305342,0.1265429,0.13272713,2.25
Wednesday,news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22
glass,magician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08
cemetery,woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08
possibility,girl,-0.020236848,0.6722991,0.6772992,0.6897762,0.6501556,0.57918894,0.5510837,0.5194309,0.47916344,0.495034,0.48629463,0.42621732,0.40707892,0.38077646,0.35920775,0.3919334,0.2876373,0.3376,0.18778391,0.31594062,0.28393728,0.32315218,0.30182284,0.31238645,0.1866509,0.013011228,0.012088176,0.04332289,0.026240315,0.03411128,0.03382513,0.032610808,0.04930165,0.05704295,0.057026684,0.0974597,0.10262799,0.11160369,0.08124497,0.054822512,0.10054481,0.07927575,0.10711323,0.07753271,0.08826426,0.13466614,0.11665968,0.12134987,0.09728325,0.093470655,1.94
cup,substance,0.1300438,0.74520296,0.77155846,0.7746238,0.75977635,0.73104197,0.7266053,0.6672554,0.71558726,0.662807,0.62311333,0.62195843,0.56304955,0.63178843,0.60166967,0.58370125,0.536049,0.5690782,0.50522536,0.53057516,0.5309601,0.47165582,0.47909224,0.5290986,0.54363906,0.11688098,0.11095679,0.07587913,0.09953776,0.048125774,0.106526375,0.11943892,0.10903089,0.07507813,0.095149875,0.065432906,0.1106248,0.12385653,0.10031269,0.114456326,0.13504785,0.13541542,0.13648145,0.1426629,0.16410995,0.093041174,0.15905845,0.14427145,0.1278026,0.14629361,1.92
forest,graveyard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85
stock,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81
month,hotel,0.20590848,0.6921097,0.71414006,0.6915575,0.6576144,0.6433075,0.6409267,0.6100447,0.6029051,0.51953566,0.52713877,0.57431924,0.4982711,0.49912432,0.45440853,0.56070226,0.4456494,0.4260306,0.39781767,0.41321027,0.39355227,0.40993413,0.40704694,0.37327287,0.4061885,0.1883086,0.13765804,0.1115655,0.07491127,0.06297381,0.12232847,0.13007537,0.0916624,0.06485629,0.07499747,0.11846352,0.0858553,0.13973778,0.09250599,0.10449583,0.12860948,0.1345105,0.11578508,0.12479432,0.11773197,0.16511716,0.18432344,0.1283028,0.13736616,0.14135337,1.81
energy,secretary,0.14919567,0.6998415,0.74240375,0.75191593,0.72869265,0.72994787,0.7061844,0.6915754,0.6632085,0.68510073,0.67716664,0.6280093,0.6366348,0.6148035,0.6061668,0.59284425,0.5928651,0.6156899,0.5949368,0.5693841,0.5680045,0.5843557,0.5584683,0.5260065,0.53689694,0.10882814,0.10589026,0.10720311,0.114125386,0.13815878,0.11019054,0.14459117,0.15097672,0.10340746,0.1657477,0.17237562,0.17275897,0.1630843,0.18825048,0.1620639,0.14973627,0.1860778,0.18667504,0.17913716,0.23020798,0.21125588,0.2066532,0.2099221,0.20073298,0.18677637,1.81
precedent,group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77
production,hike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75
stock,phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62
holy,sex,0.082144625,0.6963221,0.7440298,0.70737445,0.7112172,0.72075343,0.6847202,0.67331064,0.66838413,0.6286216,0.63749623,0.60261583,0.61507654,0.57011664,0.5532601,0.5680516,0.54683024,0.53786206,0.5526812,0.52501416,0.49352074,0.5068533,0.48148906,0.4972778,0.44738936,0.023993623,0.06433104,0.02291129,0.0685146,0.017100183,0.037438244,0.041961554,0.052849203,0.06272504,0.058238894,0.09189133,0.036398582,0.11516456,0.0964008,0.083416216,0.09400891,0.105991125,0.09328647,0.101604074,0.11728747,0.1109109,0.08841431,0.12236396,0.10510977,0.10908343,1.62
stock,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31
drink,ear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31
delay,racism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19
stock,life,0.09073652,0.63148546,0.70952797,0.70754945,0.7119378,0.68550956,0.69292974,0.6591632,0.6531709,0.60980546,0.600028,0.5882436,0.59035933,0.55915844,0.52041304,0.5308781,0.5503673,0.5270248,0.5093199,0.4795689,0.504576,0.44274455,0.39693883,0.47096926,0.43069613,0.16192348,0.085643575,0.087764084,0.06721036,0.037358645,0.074485675,0.093890965,0.06471342,0.090324834,0.061444234,0.096316084,0.115728974,0.09761006,0.103397146,0.11838632,0.084454976,0.12047272,0.11350419,0.09446524,0.10079971,0.1101811,0.11925648,0.1039631,0.1505253,0.093152486,0.92
stock,jaguar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92
monk,slave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92
lad,wizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92
sugar,approach,0.031219436,0.70443845,0.73203504,0.71601886,0.71507657,0.7074705,0.65512544,0.6123973,0.6036978,0.57381,0.5646242,0.5374212,0.491881,0.5206144,0.5214842,0.49201328,0.46072286,0.41675964,0.4431773,0.43482426,0.40449628,0.3796904,0.33493334,0.35036278,0.36776048,0.051879738,0.045764014,0.029379632,0.030388396,0.039212693,0.01467306,0.037484843,0.078400165,0.04908239,0.018265698,0.05420351,0.04373322,0.061901603,0.0572087,0.02669404,0.058507226,0.031906433,0.051751237,0.062268615,0.050742343,0.06738018,0.034266822,0.039284576,0.02605481,0.030848363,0.88
rooster,voyage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
noon,string,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54
chord,smile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54
professor,cucumber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
king,cabbage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
