Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
mouse,management,0.20514984,0.754593,0.79748416,0.80369437,0.7843253,0.75621617,0.74814963,0.72624683,0.70712465,0.6875527,0.69906676,0.6819672,0.70204586,0.64802766,0.59741014,0.6522014,0.6306698,0.6631336,0.62608373,0.6165835,0.57871664,0.60187584,0.58548784,0.58482593,0.5814668,0.110215716,0.12562461,0.13110507,0.078530364,0.08471863,0.108674966,0.12121342,0.083190694,0.110134035,0.07604566,0.0791278,0.12177825,0.089613825,0.091359496,0.08028725,0.07967485,0.13260365,0.07555214,0.112523064,0.115464985,0.11683477,0.08763808,0.1040294,0.09554917,0.12577312,0.48
task,highway,0.07147992,0.6211593,0.6517683,0.5978973,0.55050856,0.55471885,0.554337,0.4844823,0.4813126,0.45553422,0.4272801,0.40568084,0.41090602,0.34325796,0.40267357,0.34492138,0.34815463,0.3348127,0.3035682,0.3102396,0.2761953,0.31296092,0.29223844,0.22288635,0.2821991,0.06348178,0.08710112,0.09322461,0.069121495,0.04985544,0.04867126,0.02682044,0.070323125,0.05422974,0.05433002,0.08064103,0.043561395,0.10069502,0.06876311,0.08294639,0.0516237,0.080772,0.046078455,0.10578525,0.120999984,0.064324126,0.06494422,0.09349002,0.08888604,0.09325343,0.48
liquor,century,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
task,straw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
island,task,0.101003125,0.6706772,0.7178589,0.70265317,0.661059,0.6871301,0.65310615,0.63184774,0.6047239,0.5684635,0.5480146,0.5348347,0.5339482,0.46069837,0.4540342,0.4535094,0.4601571,0.46692294,0.35248446,0.41976577,0.3595855,0.33317712,0.43914685,0.3103172,0.3489144,0.101705045,0.09508179,0.11994634,0.09441793,0.064962335,0.10234296,0.085795775,0.088851005,0.1098696,0.12301815,0.123405516,0.12515491,0.13062657,0.1310685,0.14657693,0.09954235,0.12660497,0.14905506,0.11077987,0.14055623,0.1468032,0.09266317,0.100130744,0.15702847,0.13886128,0.3
night,chapter,0.15712065,0.6915953,0.73086417,0.70953894,0.6748823,0.6669551,0.6475333,0.636027,0.6091539,0.59265536,0.5646994,0.5342702,0.56034446,0.5081775,0.4880259,0.4487993,0.4789588,0.44461593,0.45515603,0.4606677,0.43895766,0.37627402,0.39320198,0.403439,0.31930557,0.18709987,0.179558,0.19133794,0.17465219,0.19927481,0.1720655,0.17121878,0.14069045,0.13887452,0.15821384,0.18224552,0.14256364,0.1613198,0.17715594,0.18348399,0.188143,0.19321902,0.1723001,0.25842085,0.1876443,0.21529041,0.2295754,0.25153667,0.17887974,0.22298947,0.48
pollution,president,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
gun,trick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
bath,trick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
diet,apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18
cent,wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
chapter,tail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
course,stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
hymn,straw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
dentist,colonel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
wife,straw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
hole,wife,0.11130754,0.7434834,0.75777614,0.7450087,0.71411425,0.7079143,0.6872695,0.690563,0.6517209,0.6701451,0.60595864,0.6076551,0.5722034,0.5199555,0.5783138,0.56472546,0.5363832,0.5551197,0.5036762,0.5087391,0.5422619,0.4563499,0.4022796,0.49882054,0.43045974,0.13471487,0.09727305,0.10469758,0.11301445,0.12179433,0.07485635,0.11855545,0.08919065,0.08120197,0.104930766,0.12606193,0.17258087,0.1324071,0.12134121,0.11446543,0.13318995,0.113854736,0.1543903,0.10500558,0.14901005,0.119725384,0.14274834,0.118180096,0.12610503,0.12687871,0.68
pupil,president,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78
bath,wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
people,cent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
formula,log,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77
woman,fur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
apple,sunshine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
gun,dawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18
meal,waist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98
camera,president,0.061641544,0.6914731,0.70571905,0.7000828,0.6719859,0.6796447,0.6391835,0.6249278,0.57108486,0.58325076,0.54575956,0.5287708,0.5620425,0.5184087,0.48709214,0.51443934,0.4688285,0.36425233,0.44767606,0.4511381,0.42227316,0.38806146,0.41395557,0.42985165,0.36117572,0.13046196,0.1047494,0.14079778,0.13810553,0.1329095,0.14239223,0.14406013,0.14671227,0.13849829,0.123415045,0.18987867,0.16668281,0.176732,0.16903247,0.18567687,0.18920529,0.19379598,0.17896292,0.15230983,0.2121593,0.17201537,0.19793373,0.20026831,0.1939775,0.17194365,0.48
liquor,band,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
stomach,vein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35
gun,fur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
couch,baseball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88
worker,camera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
deck,mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
rice,boy,0.1857532,0.7396594,0.76723725,0.73402596,0.7049788,0.69676256,0.70842546,0.7052257,0.6585102,0.6614111,0.6105691,0.62865084,0.6389251,0.5358058,0.57257736,0.54479766,0.5574534,0.5240923,0.48248285,0.5277293,0.48617446,0.53363514,0.42457038,0.40626663,0.39430392,0.1129274,0.13412102,0.0605049,0.106450446,0.046205577,0.068248704,0.03453467,0.04526249,0.035700217,0.060578782,0.077056944,0.11524477,0.103300445,0.08136633,0.11039889,0.08263489,0.08017402,0.11662726,0.08090397,0.08849315,0.07508969,0.0976704,0.09848447,0.09990913,0.11289683,0.4
people,gun,0.08924058,0.69206715,0.7414774,0.7477764,0.72028947,0.726763,0.66182506,0.68038094,0.6619093,0.65958023,0.6465025,0.642128,0.5913514,0.5856863,0.56870013,0.579147,0.57092786,0.5250994,0.52673525,0.56369114,0.5635817,0.48663476,0.50520694,0.49628174,0.50067616,0.08481313,0.088615745,0.04686434,0.04117555,0.088715106,0.06711428,0.06918615,0.05687516,0.076520175,0.074664846,0.08874494,0.08561277,0.09405035,0.053048573,0.10606587,0.12596032,0.115207456,0.10443647,0.14378381,0.13343884,0.14984152,0.113264225,0.13914652,0.13600916,0.12642303,0.68
cliff,tail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
ankle,window,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
princess,island,0.20522988,0.7312806,0.728023,0.75332594,0.7242765,0.72571754,0.7256196,0.6993914,0.63898945,0.6642856,0.6812034,0.6706269,0.62352765,0.6351135,0.6063603,0.5776994,0.57194805,0.5196005,0.53856945,0.5617524,0.49361983,0.46914458,0.49892947,0.5572,0.4575361,0.21438065,0.20216915,0.21257082,0.17978343,0.17188853,0.1690581,0.20132591,0.16066428,0.20409879,0.16582839,0.180975,0.1695789,0.19894941,0.2041653,0.19677228,0.20923837,0.20960149,0.21805969,0.23026243,0.19783223,0.22336838,0.22598332,0.20845947,0.21435739,0.21575297,0.3
container,mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
wagon,container,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
people,balloon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
dollar,people,0.10755825,0.6932546,0.73020715,0.74146414,0.72391623,0.7220118,0.6938958,0.6696193,0.663497,0.6231141,0.6673095,0.62597287,0.6137781,0.5915693,0.5835583,0.5705214,0.5646928,0.56999195,0.6012498,0.5699174,0.5296349,0.5254214,0.5144932,0.51602554,0.55468714,0.119511366,0.10999075,0.119790815,0.11447416,0.13658771,0.13900265,0.09982013,0.12993553,0.1245182,0.11363487,0.14210802,0.12925188,0.18546471,0.1509731,0.15959859,0.14124049,0.14361681,0.13671038,0.17387296,0.16041052,0.1811249,0.18773948,0.1731256,0.16003975,0.1680116,0.4
bath,balloon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
stomach,bedroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
bicycle,bedroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
log,bath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
bowl,tail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
go,come,0.405971,0.7941593,0.8152977,0.8199544,0.81147337,0.7907343,0.77990246,0.76345146,0.7415104,0.7546601,0.7000175,0.70986533,0.6931174,0.68331444,0.6663426,0.67823875,0.64878243,0.62925434,0.62004375,0.64281404,0.6307589,0.64839447,0.617684,0.57480156,0.5554719,0.37692928,0.3459291,0.3096255,0.3076712,0.30313626,0.2961963,0.32392907,0.3557331,0.3561772,0.3587427,0.38713062,0.40113074,0.3772702,0.39157522,0.38918567,0.394,0.41190863,0.41282654,0.41625288,0.42993915,0.44753566,0.4499301,0.42223722,0.44458616,0.43547013,2.42
take,steal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18
listen,hear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17
think,rationalize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25
occur,happen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32
vanish,disappear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8
multiply,divide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75
plead,beg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08
begin,originate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
protect,defend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13
kill,destroy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
create,make,0.5602337,0.8486658,0.8864447,0.8754583,0.850399,0.8439039,0.83521664,0.8219751,0.7993375,0.7906296,0.7582327,0.76320785,0.75256723,0.7365164,0.7307603,0.7108442,0.71601105,0.7119386,0.68696606,0.67708254,0.6664709,0.62648875,0.6650913,0.65705013,0.62907726,0.51861596,0.47101915,0.42992666,0.42754975,0.4033364,0.40122867,0.4130023,0.40357345,0.4211501,0.44729,0.45389372,0.4430302,0.432163,0.40950274,0.43301845,0.4597169,0.4371736,0.4205448,0.46687126,0.44832146,0.41714013,0.4511235,0.45595998,0.42870718,0.44221595,8.72
accept,reject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83
ignore,avoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87
carry,bring,0.5514045,0.8413944,0.8159917,0.8012234,0.7903248,0.7443391,0.7282118,0.7196623,0.6792164,0.7119907,0.6439035,0.6532027,0.60643995,0.60686773,0.5980358,0.60989213,0.6062604,0.5508262,0.5889594,0.57750607,0.507747,0.5444944,0.5118484,0.5336241,0.5167047,0.44931555,0.3960155,0.32657382,0.24549568,0.23046891,0.2227889,0.23482467,0.23742592,0.23621708,0.23672278,0.22433347,0.19528311,0.27936077,0.24441066,0.23582065,0.20438202,0.22664432,0.21172988,0.24207953,0.21790332,0.2575127,0.26483196,0.2542231,0.23644003,0.24998534,5.8
leave,enter,0.56295276,0.82720935,0.81894386,0.78634226,0.8054611,0.7459328,0.7600883,0.69692373,0.7173561,0.68090916,0.6880965,0.6831398,0.67056286,0.5914707,0.5696503,0.591666,0.58492404,0.61212444,0.56719923,0.529524,0.55626446,0.5162209,0.5617956,0.4407243,0.5191772,0.46982616,0.4195491,0.35789484,0.38160223,0.42784202,0.35663396,0.38627112,0.38799733,0.37393588,0.38790786,0.36514482,0.4291649,0.37640846,0.381225,0.41577822,0.4113719,0.44069004,0.3809322,0.39496768,0.40674675,0.41747278,0.389086,0.43387657,0.38124508,0.36690146,0.95
choose,elect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62
lose,fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33
encourage,discourage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58
achieve,accomplish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57
make,construct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33
listen,obey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93
inform,notify,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25
receive,give,0.55968785,0.82567775,0.85177195,0.8122778,0.80562276,0.8071507,0.72189945,0.7191609,0.6941067,0.6929444,0.6766219,0.6810458,0.6688688,0.6239959,0.6216421,0.6320702,0.62527007,0.5849955,0.58690953,0.5606152,0.5742395,0.5705242,0.57849365,0.5369096,0.513992,0.4747155,0.4276138,0.37084255,0.34463328,0.32995597,0.30984664,0.30297643,0.30287716,0.27403426,0.3009265,0.2923835,0.32240435,0.26909602,0.27462238,0.26948446,0.27355373,0.33523238,0.31818122,0.30356842,0.32693213,0.2905354,0.27872902,0.3169936,0.30559993,0.3142607,1.47
